"","ALB","HP","MT.ATP6","APOA2","MT.ATP8","SAA1","MT.CO1","MT.CO2","MT.CO3","SAA2","MT.ND4","ORM1","MT.ND3","SERPINA1","FTL","APOC3","MT.ND2","MT.ND4L","APOC1","MT.CYB","APOA1","MT.ND1","CLPS","C3","FGB","FGA","CRP","RBP4","MT1G","FGG","MT.ND6","APOE","TF","B2M","REG3A","CLU","CYP2E1","TTR","FABP1","ORM2","SERPINA3","APOH","GLUL","MT2A","AMBP","APOC2","MT.ND5","FTH1","PRSS1","MT1B","MT1X","CES1","RPS27","EEF1A1","ALDOB","FGL1","PLA2G2A","HPX","RPS18","CFB","SPINK1","VTN","RPL8","TMSB4X","AHSG","NNMT","AFP","RPS19","SERPINC1","APOA4","EPHX1","TPT1","C4A","GAPDH","C4B","RPL39","RPL10","RPL37A","C1R","RPL13A","HPD","RPS24","A1BG","IL32","RPL30","GC","RPS16","ADH1B","RPS21","SERPING1","SPP1","TMSB10","MT1E","REG1A","IFI27","RPS29","HRG","RPL13","CD74","APCS","Category"
"TCGA-G3-AAV2-01A-11R-A37K-07",531605.79,672883.8,546551.29,1063212.58,309589.14,12764.83,462789.59,453265.5,434801.29,2875.3,239554.43,133825.1,273275.14,275175.93,290865.98,411347.03,214407.12,104271.56,668235.84,316094.29,10084.54,181548.07,0,275175.93,71219.26,118949.35,71.5,140478.49,132.44,84694.64,76861.91,378516.38,108699.57,133825.1,20.86,212926.09,187950.38,52497.92,3212.66,25005.23,46019.85,118949.35,221968.2,2047,152662.96,110216.97,37379.55,73730.83,0,0,4972.34,65082.31,126606.21,107203.06,25887.07,890.44,2627.46,97965.44,48307.85,59474.18,13.32,56265.94,47313.67,26614.89,89523.81,5329.3,170.25,42641.37,122293.5,2.84,128373.58,127486.83,80683.28,35609.13,80125.95,90773.53,104271.56,59474.18,41188.81,61999.83,71219.26,41475.31,25354.3,12502.12,62431.08,26614.89,42346.82,25887.07,31870.96,71219.26,119.26,11189.6,224.97,0,2645.74,62431.08,7803.01,69753.56,14561.8,42937.97,1
"TCGA-BD-A3ER-01A-11R-A213-07",757033.75,938500.81,1703415.74,794671.01,1393227.06,711250.37,1048575,1264380.15,1019901.63,282912.21,992012.34,822695.06,767601.56,668235.84,677564.08,292889.12,462789.59,496005.67,520665.48,654483.73,133825.1,345900.08,0,358098.26,262143,275175.93,414208.18,185362.8,5555.65,211455.3,397335,170568.48,85876.94,229795.93,3.41,204252.32,995,107203.06,130165.62,171754.88,236256.4,91404.92,7966.99,29124.6,158046.64,110983.6,189257.69,119776.72,0,0,11664.82,148488.36,64186.29,75280.1,47642.77,139508.13,46019.85,72213.45,40341.14,73221.53,72213.45,92040.7,44145.15,42054.3,26431.04,64632.75,72.01,37901.36,47313.67,397.93,77934.88,73730.83,53601.03,61571.56,51775.15,40341.14,38697.77,48307.85,51417.5,47642.77,8022.41,40904.3,44145.15,68318.04,42346.82,48643.87,30999.42,16960.78,20170.07,62431.08,84694.64,27938.14,4328.55,0,1896.65,43537.38,42054.3,44452.21,22850.48,47313.67,1
"TCGA-XR-A8TE-01A-11R-A36F-07",696613.03,249727.34,419990.32,736332.6,343510.77,150.17,450134.56,307450.64,414208.18,43.63,331809.5,140478.49,162489.97,716197.51,492579.5,174152.51,184082.4,215898.44,200048.85,220434.95,131071,130165.62,0,147462.67,3467.27,60723.88,31.67,76861.91,69.03,22380.2,65082.31,184082.4,118949.35,118127.7,1327240.99,13872.08,155870.75,3982.99,115696.65,17927.91,6471.02,74243.68,348306.01,7803.01,75280.1,40621.74,42346.82,100719.65,0,0,1277.29,71714.63,93974.69,234624.45,583.07,61146.25,33.3,3614.55,90773.53,66449.85,199.85,30785.28,32315.87,23656.34,215898.44,454.09,441.64,47642.77,21172.91,567.1,15499.21,105727.15,96616.71,55107.99,100023.92,53973.86,66912.05,72213.45,9151.82,61571.56,309.83,53230.77,34635.37,2004.85,42054.3,39237.98,28132.47,92040.7,27174.14,29327.18,397.93,7589.61,688.78,12589.08,967.76,57847.82,14.35,87681.42,22225.61,32994.92,1
"TCGA-DD-A4NQ-01A-21R-A28V-07",434801.29,309589.14,778316.89,894051.48,805764.22,94628.34,741454.2,887875.81,614902.29,42054.3,450134.56,84109.6,233003.78,331809.5,2111737.85,116501.39,260332.24,239554.43,320506.81,200048.85,39237.98,296977.71,0,91404.92,158046.64,163620.18,279017.26,72213.45,10659.59,150561.19,28328.16,176583.6,102125.66,182810.84,108699.57,191899.64,25530.66,8901.53,57448.23,62431.08,56657.31,18950.18,4066.71,21617.82,71219.26,101420.22,27745.15,207103.59,0,127.89,13399.51,54349.29,64632.75,74760.09,23330.64,132900.7,299043.36,12415.75,44145.15,42054.3,60723.88,54349.29,48643.87,45072.75,4181.07,45072.75,351.14,65535,18689.27,19.82,33455.53,38430.46,73730.83,228208.61,76861.91,42937.97,44145.15,48643.87,42054.3,50011.46,15499.21,38966.94,12076.21,17804.06,40904.3,27745.15,52863.07,679.29,25708.25,29736.59,37901.36,41188.81,5711.87,51062.33,221.86,23656.34,4972.34,30785.28,17927.91,82951.62,1
"TCGA-G3-A25Z-01A-11R-A16W-07",569761.05,1299926.74,598087.73,951601.81,280957.98,141455.6,517068.97,1005860.33,303217.87,80683.28,539026.74,425853.18,636586.81,623486.02,254974.66,440870.9,894051.48,142439.51,520665.48,405683.88,309589.14,223512.12,0,353168.2,242898.5,177811.84,66449.85,187950.38,16611.71,181548.07,200048.85,277089.94,108699.57,181548.07,3.76,265802.39,2895.31,53601.03,145432.49,124863.17,156954.93,187950.38,3060.45,83528.61,155870.75,159145.95,67377.47,65535,0,0,60723.88,135693.24,114897.47,79022.82,123144.13,251464.33,131.51,83528.61,60304.42,82951.62,4575.41,167058.21,52497.92,31215.04,34876.28,50359.33,52.08,37639.55,73221.53,3.47,66449.85,77396.54,165904.25,45386.27,163620.18,46662.28,56265.94,87075.75,17197.56,29327.18,47313.67,48643.87,56657.31,97288.74,59063.35,29531.18,37639.55,3124.78,40621.74,37901.36,1233.75,25708.25,29124.6,13.32,44145.15,62431.08,33455.53,30572.63,20170.07,66912.05,1
"TCGA-DD-A1EG-01A-11R-A213-07",762299.34,394590.4,353168.2,1299926.74,239554.43,99333,343510.77,402881.61,279017.26,22850.48,296977.71,318292.9,241220.67,378516.38,1327240.99,156954.93,223512.12,95286.54,614902.29,169390.27,155870.75,139508.13,0,286861.53,105727.15,119776.72,74760.09,153724.82,995,93325.55,48982.22,246289.25,39510.91,256748.15,23.42,159145.95,3982.99,77396.54,33224.42,70238.75,113315.62,87075.75,11035.54,5366.37,124000.67,260332.24,26431.04,286861.53,7.4,0,1096.5,85876.94,129266.49,82951.62,8718.32,56657.31,66.65,63742.91,97288.74,75803.72,115696.65,76861.91,96616.71,57448.23,16157.44,13306.94,638.15,57847.82,65990.84,209.84,90146.51,90146.51,97288.74,60304.42,96616.71,53973.86,66912.05,70238.75,25179.16,67846.12,7081.29,44452.21,31650.8,62431.08,100023.92,30999.42,48643.87,4607.24,41763.8,60304.42,52863.07,92680.9,813.63,13.83,14361.31,50709.61,40904.3,72715.74,50359.33,23656.34,1
"TCGA-BC-A10W-01A-11R-A131-07",151608.43,248002.34,204252.32,251464.33,253213.41,13306.94,158046.64,212926.09,118949.35,1617,127486.83,386469.83,45072.75,554180.87,440870.9,97288.74,68318.04,92680.9,137587.47,92680.9,71219.26,38697.77,0,55877.28,110216.97,155870.75,4869.99,36610.26,1936.53,156954.93,9606.86,76330.98,79572.48,83528.61,0,197294.7,77.25,20170.07,24490.61,123144.13,189257.69,57847.82,18431.96,12160.22,72213.45,65082.31,11909.94,175363.84,0,0,5076.84,26431.04,117311.73,90146.51,65990.84,42937.97,21026.65,33224.42,46339.95,82378.63,40904.3,44145.15,54349.29,41475.31,457.25,28923.41,73.03,36106.23,35363.15,10.08,28132.47,32092.64,46019.85,71219.26,51775.15,37639.55,42641.37,39785.74,27174.14,32540.65,226.54,26248.46,400.71,50011.46,64186.29,39510.91,30151.71,3018.3,23820.89,8191,126606.21,19082,5913.33,3.96,575.03,51775.15,22380.2,18431.96,36357.37,79.45,1
"TCGA-FV-A23B-01A-11R-A16W-07",1327240.99,231394.29,783730.52,932018.1,772940.66,392.44,828417.36,659036.03,641014.63,748.61,331809.5,531605.79,378516.38,919186.72,509950.32,301123.38,329517.51,200048.85,228208.61,336441.4,233003.78,234624.45,0,256748.15,239554.43,189257.69,2609.3,117311.73,723.08,158046.64,87681.42,139508.13,102125.66,124863.17,3.23,305326.92,128373.58,22850.48,193234.41,139508.13,167058.21,135693.24,6516.03,860.08,146444.06,202841.44,55491.3,71714.63,6.84,0,514.56,10659.59,126606.21,87681.42,27938.14,63742.91,1044.52,81809.59,84694.64,75803.72,3190.46,172949.54,36610.26,47974.16,103551.29,6840.04,1208.34,67377.47,27174.14,18.97,44145.15,107203.06,41475.31,26800.01,49322.93,70727.3,76330.98,72213.45,18560.17,99333,3303,82951.62,47642.77,32994.92,53973.86,111755.56,40621.74,13968.57,57847.82,31432.17,1936.53,20170.07,212.78,0,1001.93,98646.85,4671.57,36106.23,18819.27,3395.89,1
"TCGA-DD-AAD0-01A-11R-A41C-07",389157.95,20310.37,482442.34,1179708.33,370726.6,3982.99,408505.64,450134.56,329517.51,1143.1,462789.59,147462.67,672883.8,336441.4,331809.5,411347.03,472513.8,370726.6,524287,273275.14,66912.05,282912.21,0,149521.18,58655.36,72213.45,323.03,120609.84,110.43,55107.99,141455.6,260332.24,220434.95,110983.6,217400.14,41475.31,189257.69,50359.33,65990.84,69271.73,5076.84,100023.92,221968.2,4066.71,125731.67,130165.62,87075.75,90146.51,0,0,1015.93,67846.12,78476.96,85283.74,14663.09,142.01,2.23,25708.25,44452.21,44761.41,2777.33,63302.6,38966.94,16045.82,113315.62,41.81,376.41,44145.15,59887.86,109.66,73221.53,71219.26,23492.92,76861.91,23492.92,32994.92,39510.91,42937.97,15715.58,39785.74,57847.82,21320.18,37121.34,51417.5,50359.33,54349.29,33455.53,27745.15,44452.21,13123.73,3419.52,5076.84,316.37,32.59,38966.94,69753.56,13215.02,21468.49,7642.41,33922.56,1
"TCGA-ED-A8O6-01A-11R-A36F-07",1282030.25,97288.74,440870.9,1034138.94,360589.03,6294.04,434801.29,509950.32,513497.31,2816.11,294926.33,97288.74,318292.9,422911.59,368165.8,353168.2,267651.2,137587.47,279017.26,236256.4,193234.41,273275.14,0,103551.29,152662.96,156954.93,6792.79,55107.99,1794.29,124000.67,25530.66,180294.02,226632.25,66912.05,129.69,97288.74,13872.08,17078.76,233003.78,33922.56,130165.62,67377.47,11745.96,2384.37,92040.7,89523.81,21919.61,111755.56,16.75,0,688.78,19482.97,181548.07,136637.07,19482.97,33224.42,429.54,21468.49,155870.75,95949.32,37121.34,117311.73,221968.2,43840.21,104271.56,2796.65,353168.2,119776.72,20737.16,4210.15,23492.92,112532.89,51062.33,77934.88,48643.87,118949.35,124000.67,123144.13,12764.83,101420.22,4450.27,85283.74,20737.16,14461.21,195931.88,26614.89,58250.19,1088.92,96616.71,15180.22,14262.1,49322.93,463.65,267.73,2434.5,85876.94,2537.92,76330.98,13215.02,50359.33,1
"TCGA-ZP-A9CZ-01A-11R-A38B-07",2025714.3,214407.12,318292.9,1026995.62,269512.87,2915.45,336441.4,301123.38,271387.49,1277.29,197294.7,86474.27,197294.7,400098.69,327241.36,204252.32,136637.07,100023.92,527933.71,127486.83,93974.69,136637.07,0,149521.18,182810.84,208544.12,45386.27,165904.25,228.13,174152.51,32092.64,292889.12,186652.11,147462.67,0,64632.75,153.34,41475.31,82378.63,26986.43,34396.12,190574.09,3820.7,2758.13,75803.72,130165.62,22380.2,159145.95,8.78,0,1340.84,27745.15,112532.89,91404.92,49666,23986.58,1199.98,22225.61,47313.67,50359.33,13872.08,98646.85,34396.12,40621.74,69753.56,3639.7,3589.58,41188.81,45072.75,154.42,40062.48,42641.37,21468.49,74243.68,22692.63,39237.98,53601.03,40062.48,34635.37,41475.31,2335.28,44145.15,5517.27,32540.65,36106.23,103551.29,34876.28,24321.43,33455.53,19618.49,1733.13,22850.48,1508.65,0,1519.15,59474.18,53230.77,27745.15,38430.46,32994.92,1
"TCGA-RC-A7S9-01A-11R-A33R-07",2201414.44,104996.83,645473.24,1229805.58,394590.4,890.44,373305.21,610654.84,561916.97,420.68,513497.31,79022.82,485798,811368.76,92040.7,211455.3,482442.34,172949.54,845824.19,294926.33,649962.87,189257.69,0,370726.6,200048.85,217400.14,30361.44,253213.41,269.6,149521.18,37901.36,348306.01,118949.35,148488.36,0,38430.46,8778.97,29124.6,22535.88,21468.49,35363.15,116501.39,2537.92,9474.59,125731.67,275175.93,39510.91,54349.29,10.63,0,1540.37,18819.27,95949.32,76861.91,65535,90773.53,40904.3,58655.36,111755.56,86474.27,38697.77,146444.06,54349.29,41763.8,28328.16,17804.06,1331.57,105727.15,20737.16,217400.14,16611.71,51417.5,117311.73,95286.54,110216.97,52135.28,49666,72715.74,11504.21,74243.68,435.55,54349.29,33455.53,17558.94,40621.74,39510.91,82378.63,3190.46,42937.97,31650.8,137.14,41763.8,575.03,30.12,26067.14,50359.33,14971.21,88905.42,23169.48,24153.43,1
"TCGA-DD-AAEI-01A-11R-A41C-07",1825675.85,434801.29,585779.24,736332.6,520665.48,87681.42,623486.02,561916.97,472513.8,18560.17,443937.41,246289.25,417089.23,320506.81,1452391.55,336441.4,341137.96,277089.94,489177,383800.28,331809.5,262143,0,305326.92,127486.83,133825.1,4239.45,249727.34,289.02,110216.97,279017.26,202841.44,217400.14,164758.26,0,125731.67,41.81,237899.7,131071,65082.31,40621.74,103551.29,8479.89,4095,155870.75,91404.92,150561.19,208544.12,0,36.01,1561.89,204252.32,71714.63,131071,42937.97,18689.27,473.41,53230.77,80125.95,39510.91,26.1,148488.36,104271.56,23986.58,33922.56,8658.09,409.15,67377.47,59063.35,2.48,77396.54,42937.97,50011.46,136637.07,46662.28,55877.28,68318.04,57847.82,56265.94,70727.3,93325.55,47313.67,28923.41,107203.06,130165.62,56657.31,48643.87,20881.4,36610.26,37639.55,38164.99,48307.85,450.94,6.62,46339.95,70238.75,40904.3,82951.62,25530.66,3540.14,1
"TCGA-DD-AAW2-01A-11R-A41C-07",971597,64632.75,822695.06,1019901.63,817012.28,842.36,1005860.33,938500.81,654483.73,64.8,585779.24,41475.31,479109.86,170568.48,350728.68,200048.85,284880.02,456418.21,659036.03,360589.03,142439.51,248002.34,0,145432.49,80683.28,126606.21,117.6,195931.88,6164.49,92680.9,49322.93,169390.27,95949.32,124000.67,3716.2,121448.75,56265.94,65535,8840.04,20737.16,27174.14,133825.1,118127.7,5041.77,131982.68,128373.58,55491.3,127486.83,0,0,4802.93,32994.92,146444.06,89523.81,29943.43,6792.79,10.55,37901.36,201440.3,79572.48,120.94,66449.85,127486.83,27174.14,45701.96,129.69,173.85,59474.18,79572.48,21.32,59063.35,95286.54,79572.48,20881.4,87075.75,110216.97,132900.7,81244.48,15499.21,56657.31,47642.77,66912.05,18052.61,20030.74,141455.6,66449.85,52135.28,34396.12,47642.77,51417.5,54.33,8538.88,2075.59,253.23,5831.91,67377.47,21026.65,80125.95,6164.49,21172.91,1
"TCGA-DD-AAE2-01A-11R-A41C-07",1299926.74,531605.79,682276.92,527933.71,762299.34,66449.85,736332.6,751804.53,472513.8,38697.77,394590.4,220434.95,411347.03,348306.01,172949.54,397335,296977.71,447025.24,320506.81,311742.51,155870.75,209994.66,0,212926.09,162489.97,175363.84,6840.04,309589.14,51417.5,130165.62,128373.58,110216.97,163620.18,202841.44,0,195931.88,132.44,68318.04,129266.49,48982.22,35118.87,113315.62,8078.22,46339.95,143430.26,186652.11,114897.47,57448.23,0,47.84,41763.8,63742.91,73730.83,101420.22,134755.94,26986.43,796.86,48643.87,53230.77,53230.77,2997.45,88905.42,35363.15,42054.3,46339.95,6426.31,90.77,51417.5,68793.23,1757.34,60304.42,53973.86,53601.03,38164.99,50011.46,33922.56,57051.4,32767,65082.31,42937.97,10014.87,44452.21,53601.03,22692.63,46019.85,74760.09,45386.27,47313.67,34635.37,80683.28,532.74,15499.21,20593.91,0,50011.46,61146.25,65082.31,44452.21,38430.46,26800.01,1
"TCGA-LG-A9QD-01A-11R-A38B-07",778316.89,1493223.86,762299.34,414208.18,602247.76,2343119.96,663619.99,573724.06,577714.63,1800541.22,513497.31,875652.15,800198.39,845824.19,225066.78,422911.59,513497.31,303217.87,440870.9,459592.86,353168.2,360589.03,0,414208.18,469249.9,313910.86,381149.17,237899.7,55107.99,239554.43,229795.93,123144.13,133825.1,389157.95,16.39,100023.92,110216.97,63742.91,187950.38,154794.07,248002.34,125731.67,7081.29,125731.67,93325.55,120609.84,121448.75,67377.47,0,0,110216.97,41188.81,59063.35,72715.74,51417.5,123144.13,309589.14,113315.62,47974.16,150561.19,90146.51,110983.6,61146.25,19754.96,30361.44,162489.97,129.69,44761.41,47642.77,32540.65,13215.02,74243.68,95286.54,50011.46,97965.44,46662.28,36106.23,47974.16,70238.75,37121.34,42937.97,40062.48,55877.28,153724.82,73730.83,50011.46,26431.04,39237.98,26067.14,90146.51,406.31,18304.63,29124.6,412,121448.75,42937.97,66912.05,41475.31,114103.8,46019.85,1
"TCGA-DD-AACL-01A-11R-A41C-07",251464.33,84109.6,360589.03,1727194.55,202841.44,4671.57,397335,425853.18,383800.28,3768.09,244588,313910.86,331809.5,348306.01,1026995.62,117311.73,208544.12,84109.6,246289.25,150561.19,36357.37,229795.93,0,97288.74,28723.62,17927.91,137587.47,94628.34,12076.21,14663.09,64186.29,275175.93,118127.7,92680.9,389.72,85876.94,9945.68,17078.76,50709.61,71714.63,23820.89,33224.42,5147.73,18178.19,81244.48,62431.08,27363.16,236256.4,713.11,163.28,11267.44,20737.16,112532.89,107948.72,2997.45,19892.37,2816.11,7803.01,127486.83,20030.74,101420.22,18052.61,106462.55,124000.67,92680.9,11424.74,26614.89,128373.58,6840.04,493.56,9151.82,52863.07,62865.33,153724.82,61571.56,93974.69,71219.26,105727.15,24321.43,88291.3,1594.73,95949.32,13123.73,8538.88,57448.23,28923.41,67846.12,3280.18,73730.83,23009.42,3874.05,115696.65,9279.58,656.11,10585.95,76861.91,4268.94,72213.45,56265.94,30572.63,1
"TCGA-DD-A4NO-01A-11R-A28V-07",857631.47,668235.84,414208.18,767601.56,450134.56,115696.65,659036.03,569761.05,517068.97,31650.8,299043.36,256748.15,254974.66,462789.59,805764.22,236256.4,262143,182810.84,659036.03,258533.99,200048.85,215898.44,0,408505.64,162489.97,207103.59,164758.26,231394.29,651.58,161367.56,89523.81,267651.2,93974.69,180294.02,0,125731.67,44761.41,118949.35,80683.28,59474.18,68793.23,208544.12,11664.82,11112.3,127486.83,360589.03,59063.35,115696.65,0,0,3716.2,64186.29,105727.15,111755.56,30785.28,37639.55,27745.15,103551.29,45072.75,86474.27,3303,146444.06,42346.82,19482.97,36357.37,43840.21,237.86,42346.82,85283.74,10.55,102836.01,70727.3,60304.42,50011.46,61999.83,56265.94,62865.33,53973.86,54727.32,48307.85,23986.58,45072.75,45072.75,57448.23,54727.32,46339.95,37121.34,21919.61,50359.33,87681.42,15499.21,11189.6,1950,0,3081.75,41763.8,32315.87,29327.18,18431.96,87681.42,1
"TCGA-DD-AAVX-01A-11R-A41C-07",115696.65,1679964.3,573724.06,593956.43,539026.74,1715263.94,598087.73,469249.9,619179.28,1108362.75,341137.96,938500.81,365622.68,875652.15,517068.97,175363.84,280957.98,215898.44,517068.97,327241.36,165904.25,265802.39,0,360589.03,345900.08,331809.5,4268.94,181548.07,67846.12,290865.98,122293.5,191899.64,52497.92,440870.9,17.77,120609.84,122293.5,18560.17,116501.39,239554.43,341137.96,50011.46,61571.56,154794.07,90146.51,81809.59,59474.18,81244.48,0,6.16,132900.7,56657.31,94628.34,118127.7,16727.26,253213.41,38966.94,67377.47,77934.88,151608.43,24832.5,92680.9,61571.56,30785.28,23330.64,162489.97,141.02,62431.08,34635.37,215.77,24490.61,87075.75,85283.74,45701.96,86474.27,60304.42,57051.4,63302.6,67377.47,63742.91,58250.19,52497.92,33455.53,81244.48,87681.42,55491.3,43537.38,41763.8,36610.26,88291.3,25179.16,19754.96,73221.53,59.55,174152.51,76330.98,11584.24,55491.3,80683.28,42937.97,1
"TCGA-BC-A10Z-01A-11R-A131-07",334117.42,98646.85,845824.19,668235.84,817012.28,1781.89,517068.97,881742.8,469249.9,180.02,696613.03,132900.7,320506.81,92040.7,131071,334117.42,394590.4,502929.67,180294.02,546551.29,174152.51,241220.67,6.01,146444.06,88905.42,81809.59,13776.25,419990.32,928.3,74760.09,93325.55,165904.25,66912.05,55877.28,3.5,64186.29,29.06,59887.86,28525.2,34396.12,13306.94,132900.7,7485.11,4388.98,74760.09,100719.65,91404.92,79572.48,0,0,866.07,12329.98,59063.35,94628.34,91404.92,26800.01,9.48,18304.63,49322.93,48307.85,111.21,43537.38,23169.48,5751.61,42641.37,1119.56,62.12,21468.49,11504.21,348.71,27363.16,40062.48,12764.83,66449.85,13306.94,38164.99,26067.14,28923.41,31650.8,26800.01,18689.27,32540.65,11584.24,5555.65,25179.16,46986.85,21172.91,25708.25,13776.25,55491.3,1806.78,2895.31,4239.45,0,4358.66,26614.89,74243.68,28923.41,2178.83,33688.23,1
"TCGA-KR-A7K8-01A-11R-A33J-07",672883.8,152662.96,894051.48,751804.53,659036.03,200048.85,565825.41,751804.53,677564.08,90146.51,569761.05,218912.29,581732.96,316094.29,411347.03,370726.6,499455.67,208544.12,225066.78,363097.14,151608.43,386469.83,8.51,151608.43,61146.25,59887.86,60723.88,146444.06,2163.77,47974.16,73730.83,123144.13,50011.46,137587.47,0,42641.37,412,62865.33,79022.82,67846.12,58250.19,115696.65,13399.51,16383,99333,69271.73,46662.28,163620.18,0,0,12676.65,21617.82,151608.43,131071,46019.85,29531.18,164.42,9344.14,77396.54,190574.09,1896.65,52497.92,38164.99,71219.26,37639.55,6337.83,236.21,72213.45,32767,103.69,61571.56,51062.33,114897.47,89523.81,114103.8,53973.86,95949.32,71219.26,58250.19,156954.93,2224.63,47974.16,44761.41,24490.61,50709.61,50011.46,46339.95,8598.28,40904.3,58250.19,728.11,42346.82,2148.82,0,10808.41,59063.35,25354.3,45386.27,45701.96,13776.25,1
"TCGA-DD-AA3A-01A-11R-A37K-07",73221.53,13968.57,267651.2,13215.02,348306.01,5711.87,282912.21,286861.53,277089.94,4095,363097.14,14262.1,263966.36,21172.91,149521.18,11664.82,309589.14,296977.71,14867.79,104271.56,7130.55,269512.87,9.7,145432.49,2645.74,4010.71,170568.48,9409.14,2255.7,2351.53,20310.37,6792.79,1519.15,87681.42,8.71,125731.67,2032.85,1397.83,1721.16,3564.78,9673.69,2287.2,7537.18,5594.3,5006.93,3303,27174.14,118127.7,2417.67,0,1519.15,12764.83,191899.64,129266.49,981.29,1551.09,131.51,1044.52,138544.47,16727.26,974.5,7130.55,72213.45,61999.83,341.51,14867.79,11.21,136637.07,575.03,32.13,7537.18,70238.75,47313.67,87681.42,46662.28,82951.62,93325.55,179048.63,23656.34,106462.55,3060.45,109455.64,1844.76,16383,52497.92,2664.15,84694.64,403.5,83528.61,17437.64,72715.74,102125.66,4066.71,90.77,785.88,47974.16,417.77,114103.8,20170.07,5403.7,1
"TCGA-G3-AAV3-01A-11R-A37K-07",360589.03,542775.98,341137.96,1012856.65,271387.49,110983.6,443937.41,443937.41,414208.18,118127.7,244588,42641.37,204252.32,370726.6,906531.99,341137.96,175363.84,159145.95,492579.5,241220.67,114103.8,127486.83,0,151608.43,103551.29,150561.19,3212.66,214407.12,603.67,114103.8,44452.21,187950.38,155870.75,231394.29,303217.87,263966.36,212926.09,22072.07,21026.65,14262.1,30785.28,107948.72,249727.34,2739.08,127486.83,61999.83,33688.23,513497.31,0,0,1832.01,229795.93,78476.96,65990.84,3212.66,62431.08,80.57,38697.77,59887.86,76330.98,253.23,36106.23,41188.81,42346.82,77934.88,6207.38,995,50359.33,72715.74,1733.13,116501.39,78476.96,98646.85,65990.84,95949.32,96616.71,87075.75,54349.29,55107.99,44452.21,31650.8,44145.15,30361.44,20737.16,44145.15,80683.28,32994.92,83528.61,30361.44,58250.19,24490.61,27745.15,490.14,97965.44,2209.26,57448.23,674.59,60723.88,44145.15,47642.77,1
"TCGA-CC-A5UD-01A-11R-A28V-07",49666,6935.54,645473.24,53601.03,440870.9,4268.94,443937.41,472513.8,606436.73,149.12,322736.12,10959.3,577714.63,86474.27,212926.09,14561.8,311742.51,142439.51,27174.14,282912.21,2434.5,324980.94,0,40904.3,571.05,8479.89,130.6,11035.54,624.99,14065.74,48982.22,26614.89,78476.96,141455.6,209.84,142439.51,599.49,3639.7,2240.11,7695.57,17197.56,40341.14,61999.83,10014.87,10368.08,3303,30572.63,95286.54,0,0,2468.49,62431.08,118949.35,38697.77,231.32,583.07,287.01,583.07,40341.14,12244.81,149.12,13033.07,63742.91,70727.3,1923.14,1104.13,119.26,46662.28,2875.3,0,58655.36,75803.72,23986.58,94628.34,24321.43,33922.56,30785.28,62431.08,17317.18,34396.12,13492.72,41188.81,205.5,22380.2,47974.16,1242.34,34876.28,387.02,49666,1340.84,4419.52,79022.82,60.39,46.84,4671.57,61999.83,94.67,38430.46,23009.42,75.11,1
