"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-FE-A238-01A-11R-A16R-07",0,0,0,242898.5,0,8,391864.76,472513.8,201440.3,324980.94,456418.21,0,375901.76,279017.26,118949.35,137587.47,228208.61,225066.78,52863.07,277089.94,0,163620.18,263966.36,34158.52,6.52,271387.49,177811.84,113315.62,3190.46,225066.78,75280.1,48643.87,104996.83,80125.95,35856.82,72715.74,2193.99,2609.3,82951.62,106462.55,116501.39,25708.25,1216.75,2119.22,39785.74,46986.85,67846.12,89523.81,81809.59,0,28132.47,591.22,77934.88,76330.98,70238.75,42346.82,12415.75,66449.85,68318.04,0,24321.43,44452.21,258.57,13.83,67846.12,22850.48,366.09,55491.3,51775.15,13215.02,63742.91,22692.63,56657.31,63302.6,46339.95,42641.37,54349.29,82378.63,57051.4,50359.33,1594.73,46339.95,47974.16,45386.27,32.13,26431.04,0,46019.85,1322.37,35856.82,44452.21,41475.31,8963.45,50709.61,4607.24,23009.42,18304.63,55877.28,17804.06,29531.18,1
"TCGA-EL-A3CX-01A-11R-A19O-07",0,9.78,0,97288.74,6.62,0,102125.66,137587.47,120609.84,212926.09,163620.18,0,2645.74,128373.58,42641.37,75803.72,94628.34,43537.38,20030.74,331809.5,0,85283.74,10733.74,10659.59,8.45,148488.36,24490.61,98646.85,3168.41,258533.99,57448.23,61999.83,168220.2,105727.15,25708.25,825,3589.58,1340.84,23330.64,59063.35,84694.64,16.15,0,38.67,20310.37,9606.86,124863.17,131982.68,127486.83,0,177.53,6607.01,76330.98,133825.1,82951.62,46339.95,16611.71,98646.85,110216.97,0,37901.36,28328.16,129.69,0,103551.29,4181.07,5672.41,81244.48,70238.75,14765.09,92040.7,11345.82,91404.92,101420.22,93974.69,128373.58,56265.94,54349.29,89523.81,57847.82,2537.92,77934.88,51062.33,87075.75,0,21026.65,0,73221.53,353.59,45701.96,88291.3,79022.82,3928.15,91404.92,27938.14,14561.8,11827.67,70727.3,9344.14,7966.99,1
"TCGA-EM-A4FV-01A-11R-A250-07",0,0,0,228208.61,0,0,254974.66,282912.21,182810.84,244588,236256.4,0,447025.24,244588,124863.17,115696.65,101420.22,94628.34,71219.26,172949.54,0,225066.78,61999.83,54349.29,0,106462.55,58655.36,87681.42,2502.97,249727.34,92040.7,66449.85,126606.21,87681.42,58250.19,20310.37,1757.34,2417.67,53230.77,65535,107948.72,2148.82,3.06,9876.98,27745.15,33455.53,71219.26,76330.98,79572.48,0,12244.81,2240.11,92040.7,77396.54,63302.6,42937.97,28328.16,66449.85,73221.53,0,28132.47,40341.14,129.69,0,59887.86,21026.65,1001.93,55491.3,52863.07,4210.15,68318.04,25179.16,61146.25,75803.72,56265.94,57847.82,59063.35,51417.5,61146.25,37901.36,954.43,46662.28,44145.15,57051.4,12.27,17197.56,0,54349.29,2193.99,46662.28,54349.29,55877.28,6079.61,53973.86,13492.72,24832.5,24153.43,54349.29,22380.2,19754.96,1
"TCGA-EM-A22L-01A-11R-A180-07",0,0,0,220434.95,0,5.77,383800.28,305326.92,182810.84,231394.29,242898.5,0,938500.81,176583.6,153724.82,94628.34,94628.34,63742.91,108699.57,51417.5,0,79022.82,2417.67,68318.04,0,83528.61,33224.42,184082.4,3168.41,176583.6,30785.28,10014.87,64632.75,127486.83,78476.96,55877.28,3955.48,69271.73,40621.74,16843.62,102125.66,14.24,0.84,30572.63,7433.4,9279.58,43236.64,53230.77,73730.83,0,161.02,698.41,53230.77,43537.38,47313.67,29124.6,3639.7,50011.46,50011.46,0,22072.07,25179.16,1572.76,3.26,45072.75,854.13,830.75,44145.15,34635.37,28723.62,35363.15,11504.21,42346.82,30361.44,43236.64,27553.49,28328.16,50011.46,38697.77,47642.77,928.3,26800.01,20030.74,34876.28,27.44,19348.38,0,26614.89,72.01,40062.48,43236.64,35363.15,866.07,37639.55,665.29,55491.3,55107.99,31650.8,4066.71,6516.03,1
"TCGA-EL-A3ZK-01A-21R-A23N-07",0,0,0,1085552.95,0,0,2546350.23,1838374.44,1070607.81,1255646.43,964885.69,0,126606.21,632189.57,654483.73,741454.2,554180.87,211455.3,175363.84,234624.45,0,242898.5,140478.49,103551.29,0,189257.69,130165.62,70238.75,4268.94,223512.12,93974.69,42641.37,171754.88,105727.15,45701.96,80683.28,2758.13,2384.37,39237.98,71714.63,130165.62,5041.77,8.85,2090.03,34876.28,17927.91,97288.74,92040.7,104996.83,0,48643.87,463.65,89523.81,75803.72,84694.64,60723.88,11112.3,79022.82,77934.88,0,17558.94,27174.14,88.88,0,72213.45,28132.47,267.73,57448.23,58655.36,9540.5,62431.08,26067.14,59887.86,60723.88,74243.68,70238.75,55491.3,68793.23,66912.05,34876.28,1781.89,49322.93,42346.82,58655.36,0,36106.23,0,43537.38,7695.57,50359.33,45701.96,52135.28,20170.07,53230.77,30785.28,10585.95,14561.8,57448.23,19754.96,26614.89,1
"TCGA-EM-A3AQ-01A-11R-A20F-07",0,0,0,275175.93,24.46,7.51,341137.96,373305.21,204252.32,290865.98,292889.12,0,301123.38,373305.21,109455.64,167058.21,159145.95,105727.15,106462.55,370726.6,0,150561.19,32540.65,49666,40.36,90146.51,122293.5,54349.29,3060.45,260332.24,114897.47,24660.96,132900.7,56265.94,106462.55,41763.8,2384.37,1119.56,98646.85,72213.45,165904.25,41763.8,0.72,3018.3,27745.15,65082.31,124000.67,100719.65,93325.55,0,16045.82,1250.98,95949.32,100719.65,84109.6,43840.21,76330.98,71714.63,104271.56,0,21320.18,31650.8,164.42,0,67377.47,25005.23,1605.83,76861.91,68793.23,20170.07,88291.3,28525.2,78476.96,84694.64,65535,73730.83,59474.18,52497.92,79022.82,39237.98,1388.16,48307.85,46339.95,61999.83,13.42,24660.96,0,80125.95,27363.16,78476.96,75803.72,63302.6,17681.08,63742.91,30361.44,17317.18,13123.73,67846.12,25530.66,31215.04,1
"TCGA-ET-A39J-01A-11R-A19O-07",0,0,0,148488.36,6.94,0,99333,197294.7,108699.57,180294.02,179048.63,0,208544.12,168220.2,79572.48,78476.96,65535,43537.38,44452.21,155870.75,0,197294.7,120609.84,33224.42,8.92,93974.69,131982.68,107203.06,3820.7,279017.26,129266.49,18819.27,160252.91,45701.96,61999.83,23986.58,3443.31,1572.76,63302.6,75280.1,118949.35,7803.01,1.48,1745.2,30151.71,36106.23,88291.3,85283.74,88291.3,0,16157.44,95.34,102125.66,85283.74,68793.23,46662.28,17437.64,88291.3,87075.75,0,59063.35,71714.63,432.53,0,77396.54,24490.61,112.77,81809.59,74243.68,5041.77,79572.48,23986.58,69271.73,83528.61,61571.56,61999.83,61571.56,72213.45,69271.73,36610.26,1417.35,59063.35,40341.14,57448.23,0,30361.44,0,57051.4,733.19,48307.85,51775.15,60304.42,24660.96,61999.83,5872.48,17681.08,14867.79,66449.85,10959.3,37639.55,1
"TCGA-DJ-A2PT-01A-11R-A18C-07",0,0,0,456418.21,0,0,378516.38,654483.73,365622.68,502929.67,614902.29,0,118949.35,539026.74,129266.49,161367.56,179048.63,114103.8,156954.93,239554.43,0,334117.42,290865.98,38430.46,0,284880.02,265802.39,158046.64,3124.78,262143,225066.78,81809.59,204252.32,169390.27,37121.34,46662.28,4869.99,387.02,83528.61,180294.02,171754.88,44452.21,2.36,521.76,44145.15,59063.35,119776.72,139508.13,150561.19,0,25708.25,1651,124863.17,129266.49,133825.1,84694.64,12329.98,110216.97,119776.72,0,31215.04,42937.97,125.24,0,105727.15,37379.55,1242.34,87075.75,104996.83,19348.38,102836.01,39237.98,85876.94,82951.62,102125.66,92040.7,79022.82,68793.23,93974.69,65535,2119.22,54349.29,66912.05,81809.59,25.17,34158.52,0,83528.61,8305.36,70727.3,86474.27,78476.96,14361.31,75280.1,18431.96,10368.08,9279.58,81244.48,16960.78,31650.8,1
"TCGA-BJ-A3EZ-01A-11R-A206-07",0,0,0,1679964.3,0,0,1131651.83,1041331.96,992012.34,887875.81,834179.46,0,180294.02,701458.36,822695.06,411347.03,431797.89,260332.24,164758.26,190574.09,0,368165.8,170568.48,136637.07,2.56,179048.63,149521.18,267651.2,3794.3,226632.25,120609.84,60304.42,115696.65,50359.33,75280.1,29124.6,2537.92,2287.2,90146.51,74760.09,155870.75,45072.75,3.06,2351.53,43840.21,39785.74,83528.61,82378.63,79572.48,0,43840.21,507.46,76330.98,71714.63,72213.45,57448.23,3589.58,58250.19,80683.28,0,22072.07,33455.53,69.03,0,76861.91,37901.36,412,65535,64186.29,8191,63302.6,38966.94,63302.6,62431.08,64632.75,55877.28,56265.94,69753.56,57847.82,43537.38,1250.98,51775.15,38164.99,57051.4,32994.92,17197.56,0,57448.23,13033.07,57847.82,51775.15,56657.31,8363.13,61146.25,8718.32,13215.02,12076.21,54349.29,12502.12,29531.18,1
"TCGA-ET-A4KQ-01A-12R-A250-07",0,0,0,184082.4,28.24,0,402881.61,307450.64,164758.26,202841.44,236256.4,0,654483.73,229795.93,103551.29,146444.06,134755.94,90773.53,126606.21,108699.57,0,90773.53,3874.05,62865.33,0,90773.53,32540.65,144427.91,1417.35,256748.15,51417.5,12853.63,104271.56,67846.12,117311.73,104996.83,819.3,57448.23,64186.29,27553.49,134755.94,87.65,1286.18,30785.28,12589.08,11424.74,57847.82,70727.3,108699.57,0,607.87,2664.15,85876.94,65082.31,65082.31,30151.71,2682.69,60304.42,65535,0,19214.73,31215.04,6983.79,0,54349.29,785.88,2178.83,44145.15,48307.85,64186.29,55107.99,10585.95,53230.77,61571.56,56265.94,46986.85,35856.82,43840.21,52497.92,42346.82,995,26614.89,40904.3,48982.22,0,20737.16,0,45386.27,1081.39,51417.5,49666,52497.92,3325.99,44761.41,1832.01,28923.41,27745.15,48307.85,6607.01,10808.41,1
"TCGA-EM-A2CT-01A-11R-A180-07",0,0,0,5006.93,0,0,28525.2,26248.46,12676.65,17558.94,20170.07,0,506427.83,20170.07,9215.48,11745.96,15715.58,7966.99,4869.99,16727.26,0,65082.31,4038.61,3690.52,0,253213.41,15075.35,128373.58,808,290865.98,46019.85,24321.43,167058.21,55877.28,185362.8,67846.12,1457.23,4388.98,28525.2,18304.63,226632.25,40.64,366.09,26067.14,8718.32,4769.75,93325.55,113315.62,117311.73,0,444.72,2148.82,117311.73,97288.74,93325.55,47974.16,1407.55,92680.9,97288.74,0,21172.91,52863.07,4937.99,0,91404.92,198.47,3325.99,75280.1,82378.63,12676.65,82378.63,20170.07,81244.48,81809.59,92040.7,53230.77,50359.33,66912.05,75803.72,48307.85,738.29,61999.83,48643.87,59063.35,18.03,23009.42,0,55491.3,134.3,51417.5,61146.25,70727.3,819.3,66912.05,1191.69,27363.16,26067.14,76330.98,5594.3,11035.54,1
"TCGA-ET-A3DT-01A-11R-A19O-07",0,0,0,102836.01,0,0,127486.83,176583.6,114897.47,147462.67,144427.91,0,107948.72,148488.36,97288.74,77934.88,87681.42,52135.28,25005.23,472513.8,0,542775.98,171754.88,23009.42,2.66,98646.85,49322.93,109455.64,3820.7,251464.33,108699.57,182810.84,138544.47,77934.88,29736.59,39237.98,3303,429.54,85876.94,69271.73,141455.6,52135.28,108.9,2384.37,121448.75,67377.47,66912.05,58250.19,71714.63,0,25179.16,1883.54,84694.64,70727.3,56265.94,57051.4,13306.94,61146.25,72213.45,0,22225.61,29124.6,397.93,0,71714.63,46986.85,1857.6,55107.99,54349.29,2537.92,57847.82,48307.85,53230.77,70727.3,52863.07,41188.81,53973.86,46019.85,58250.19,32767,1388.16,47974.16,44761.41,49322.93,0,26248.46,0,44145.15,11424.74,33455.53,52497.92,48982.22,5831.91,50011.46,55877.28,20030.74,22072.07,48982.22,73221.53,19348.38,1
"TCGA-FY-A3YR-01A-11R-A22U-07",0,0,0,2141216.62,0,13.22,1929772.37,1890058.21,1327240.99,1290947.48,1645391.11,0,179048.63,1093103.58,811368.76,789181.81,751804.53,482442.34,422911.59,174152.51,0,331809.5,303217.87,214407.12,0,177811.84,279017.26,253213.41,3491.39,214407.12,126606.21,77396.54,127486.83,53973.86,46339.95,35363.15,1259.69,718.08,113315.62,84109.6,144427.91,37121.34,15,255,39785.74,61999.83,73730.83,101420.22,76330.98,0,37121.34,447.82,76861.91,67377.47,82378.63,48982.22,1295.13,71219.26,82951.62,0,36610.26,30572.63,110.43,0,61146.25,40621.74,796.86,59063.35,61999.83,13492.72,64186.29,22535.88,67377.47,62431.08,75280.1,59063.35,53973.86,57051.4,69271.73,41188.81,1331.57,35609.13,57448.23,55877.28,22.92,23820.89,0,59887.86,27553.49,53230.77,56265.94,52497.92,7749.1,61146.25,7130.55,9540.5,10368.08,50359.33,12764.83,31215.04,1
"TCGA-DJ-A2PV-01A-11R-A19O-07",0,0,0,127486.83,0,0,134755.94,215898.44,129266.49,187950.38,179048.63,0,231394.29,148488.36,93325.55,99333,91404.92,63302.6,53230.77,311742.51,0,161367.56,87075.75,41188.81,2.41,81244.48,53601.03,100719.65,72715.74,373305.21,87075.75,33224.42,142439.51,73730.83,43537.38,35856.82,40341.14,1991,40904.3,54349.29,115696.65,2090.03,0.45,2555.58,27745.15,36106.23,71714.63,71219.26,79022.82,0,22072.07,9088.59,101420.22,70727.3,59474.18,37639.55,35118.87,74760.09,74243.68,0,63742.91,54727.32,1216.75,0,62865.33,24153.43,9279.58,53230.77,55107.99,13306.94,61571.56,23492.92,56265.94,83528.61,56265.94,37901.36,46019.85,53973.86,57051.4,24832.5,8963.45,44452.21,51417.5,53230.77,0,34158.52,0,46019.85,1001.93,35609.13,56265.94,56265.94,7433.4,53973.86,13776.25,13215.02,15715.58,55107.99,16843.62,25708.25,1
"TCGA-EL-A4K9-01A-11R-A250-07",0,0,0,350728.68,0,0,502929.67,535303.41,450134.56,456418.21,405683.88,0,370726.6,290865.98,279017.26,200048.85,214407.12,131982.68,82951.62,301123.38,7.69,200048.85,102836.01,66449.85,28.65,122293.5,118127.7,83528.61,3039.3,234624.45,118949.35,46339.95,110983.6,180294.02,55877.28,35118.87,2163.77,718.08,67377.47,64186.29,106462.55,2400.97,1498.22,2627.46,29124.6,55491.3,79022.82,86474.27,72213.45,0,8022.41,6699.25,72213.45,70727.3,59474.18,41763.8,38966.94,64186.29,84694.64,0,49322.93,38430.46,152.28,0,61999.83,46019.85,3060.45,62865.33,55491.3,5913.33,58250.19,26431.04,60304.42,41188.81,54727.32,54349.29,57847.82,71219.26,52135.28,46019.85,961.07,50011.46,32315.87,52497.92,26431.04,22380.2,0,47642.77,2061.24,51062.33,52135.28,45386.27,17558.94,64186.29,47974.16,20170.07,17804.06,48643.87,12415.75,21320.18,1
"TCGA-ET-A39P-01A-21R-A19O-07",0,0,0,386469.83,0,0,329517.51,565825.41,322736.12,440870.9,558035.51,0,279017.26,489177,220434.95,198667,265802.39,215898.44,38697.77,131071,0,260332.24,105727.15,31215.04,0,167058.21,195931.88,154794.07,2434.5,311742.51,73730.83,36106.23,225066.78,55491.3,44145.15,27363.16,1844.76,327.56,83528.61,59063.35,130165.62,19892.37,10.55,1388.16,47974.16,38966.94,110216.97,108699.57,109455.64,0,46662.28,728.11,107948.72,84694.64,99333,43840.21,2935.74,101420.22,92680.9,0,25530.66,36357.37,127.89,0,88291.3,24490.61,753.83,75280.1,68318.04,6381.92,74760.09,41763.8,69271.73,93974.69,82951.62,59887.86,65082.31,52497.92,66449.85,50359.33,599.49,67377.47,88291.3,64632.75,74.06,28328.16,0,57448.23,35118.87,53230.77,71219.26,61146.25,12853.63,73221.53,4268.94,9876.98,11112.3,74760.09,21320.18,27745.15,1
"TCGA-EM-A2P3-01A-11R-A206-07",0,0,0,251464.33,0,0,358098.26,365622.68,189257.69,260332.24,343510.77,0,189257.69,303217.87,144427.91,151608.43,205673.01,58655.36,78476.96,242898.5,0,220434.95,145432.49,48643.87,0,147462.67,109455.64,153724.82,2018.8,280957.98,100023.92,52135.28,141455.6,57448.23,51062.33,54349.29,2090.03,231.32,77396.54,81809.59,149521.18,52863.07,21.32,1151.06,30361.44,45386.27,92040.7,97288.74,92040.7,0,32540.65,202.66,93974.69,87075.75,81809.59,43537.38,21919.61,81809.59,89523.81,0,51775.15,40904.3,293.07,0,72213.45,27363.16,429.54,73730.83,65082.31,10084.54,77934.88,28328.16,74760.09,76330.98,67377.47,65990.84,51417.5,53973.86,69271.73,31215.04,961.07,52863.07,61571.56,64186.29,17.38,24153.43,0,63742.91,18178.19,53601.03,61146.25,61571.56,6471.02,61146.25,8718.32,10733.74,12415.75,62865.33,12943.04,30572.63,1
"TCGA-DE-A0Y2-01A-11R-A10U-07",0,0,0,417089.23,0,0,499455.67,569761.05,363097.14,417089.23,343510.77,0,104996.83,303217.87,263966.36,324980.94,280957.98,193234.41,51775.15,169390.27,0,237899.7,212926.09,47642.77,0,174152.51,158046.64,145432.49,2816.11,269512.87,155870.75,20593.91,108699.57,60304.42,58250.19,39510.91,3303,2915.45,52135.28,52497.92,119776.72,14262.1,0,674.59,35363.15,19618.49,61146.25,72715.74,74760.09,0,70238.75,2047,74760.09,67377.47,54727.32,55877.28,2976.74,72213.45,61571.56,0,23009.42,57051.4,143.01,0,63742.91,27174.14,1617,50359.33,48982.22,7911.95,51775.15,31650.8,50359.33,65990.84,55491.3,40904.3,46019.85,80125.95,46339.95,37639.55,1529.73,44452.21,43840.21,44452.21,0,32994.92,0,38430.46,2119.22,37901.36,36864.92,42937.97,9279.58,52863.07,5672.41,9344.14,8479.89,52497.92,20170.07,34876.28,1
"TCGA-DJ-A3V8-01A-11R-A23N-07",0,0,0,789181.81,0,0,581732.96,577714.63,414208.18,577714.63,472513.8,0,225066.78,275175.93,241220.67,168220.2,185362.8,85283.74,89523.81,239554.43,0,275175.93,155870.75,51775.15,4.21,248002.34,176583.6,175363.84,2119.22,237899.7,125731.67,33455.53,169390.27,85876.94,67846.12,51062.33,1519.15,5147.73,79572.48,88905.42,144427.91,19082,35,1250.98,30361.44,33224.42,104996.83,128373.58,107203.06,0,37639.55,2434.5,99333,97288.74,98646.85,42054.3,7180.15,97965.44,101420.22,0,22072.07,39237.98,703.28,0,88291.3,23986.58,1477.58,81809.59,79572.48,12160.22,82378.63,26986.43,84109.6,73221.53,85283.74,65535,65082.31,55877.28,74243.68,32767,1051.79,53601.03,61571.56,79022.82,0,17558.94,0,68318.04,4802.93,62431.08,66912.05,59887.86,8778.97,73730.83,7537.18,10225.32,12076.21,58655.36,20030.74,35363.15,1
"TCGA-DJ-A2PU-01A-12R-A19O-07",0,0,0,107948.72,0,0,114103.8,170568.48,98646.85,165904.25,181548.07,0,334117.42,170568.48,74760.09,71714.63,82378.63,58655.36,29124.6,327241.36,0,125731.67,110983.6,22225.61,62.56,114897.47,67846.12,106462.55,2287.2,324980.94,91404.92,36357.37,160252.91,109455.64,42937.97,30999.42,2255.7,591.22,92680.9,62865.33,124000.67,15075.35,0.77,1909.85,19214.73,55107.99,75803.72,89523.81,88291.3,0,33224.42,563.18,109455.64,80683.28,66912.05,41188.81,45072.75,80683.28,87075.75,0,44452.21,44452.21,87.03,0,68318.04,27553.49,612.11,61571.56,61146.25,9409.14,72715.74,20737.16,62865.33,88291.3,59063.35,43840.21,58655.36,56265.94,72715.74,28328.16,738.29,50709.61,54349.29,56265.94,15.34,21320.18,0,56657.31,507.46,42346.82,63302.6,59474.18,5995.9,58655.36,29124.6,14262.1,11745.96,67377.47,7749.1,27363.16,1
"TCGA-IM-A420-01A-11R-A23N-07",0,0,0,155870.75,0,0,1703415.74,1442359.14,822695.06,434801.29,811368.76,0,110216.97,701458.36,414208.18,482442.34,894051.48,447025.24,22535.88,200048.85,0,527933.71,180294.02,45701.96,0,215898.44,152662.96,140478.49,2796.65,234624.45,159145.95,130165.62,147462.67,79022.82,62431.08,42937.97,1662.49,896.64,56657.31,114103.8,156954.93,108699.57,1.28,1605.83,59474.18,41188.81,102836.01,106462.55,94628.34,0,40062.48,71.5,91404.92,104271.56,93325.55,71219.26,6652.97,75280.1,88291.3,0,18431.96,26986.43,244.57,0,93974.69,48982.22,58.3,67846.12,76330.98,12244.81,88905.42,61999.83,79022.82,77934.88,76861.91,75280.1,66912.05,76861.91,89523.81,46339.95,928.3,68793.23,52497.92,74243.68,24.81,23492.92,0,69753.56,17558.94,59063.35,60723.88,56657.31,6337.83,75803.72,20170.07,11504.21,11112.3,65990.84,30785.28,25354.3,1
"TCGA-BJ-A4O9-01A-11R-A250-07",0,0,0,284880.02,0,0,408505.64,322736.12,133825.1,161367.56,198667,0,280957.98,70727.3,104996.83,37901.36,226632.25,209994.66,20737.16,101420.22,0,78476.96,57448.23,20310.37,0,336441.4,79572.48,177811.84,1304.15,327241.36,54727.32,23986.58,175363.84,52135.28,100023.92,17681.08,1295.13,129.69,92040.7,47974.16,155870.75,872.1,3901.01,441.64,15285.81,34396.12,102125.66,122293.5,118949.35,0,33455.53,110.43,130165.62,102836.01,99333,22535.88,12589.08,94628.34,94628.34,0,16960.78,27363.16,147.06,0,77396.54,17317.18,129.69,79572.48,70727.3,2119.22,81244.48,13399.51,93974.69,87075.75,95949.32,52497.92,61146.25,63742.91,74243.68,37901.36,896.64,73221.53,75280.1,73221.53,8.92,13872.08,0,73730.83,13033.07,57448.23,72213.45,73221.53,1605.83,74760.09,1104.13,13399.51,12853.63,72715.74,6983.79,28525.2,1
"TCGA-IM-A3U2-01A-21R-A22L-07",0,0,0,696613.03,0,0,696613.03,1005860.33,569761.05,696613.03,1100706.72,0,125731.67,1131651.83,284880.02,348306.01,299043.36,221968.2,39785.74,200048.85,0,256748.15,322736.12,27745.15,0,275175.93,307450.64,221968.2,6121.9,267651.2,186652.11,50709.61,195931.88,86474.27,44452.21,37901.36,1551.09,525.39,87075.75,136637.07,161367.56,122293.5,29.7,563.18,40621.74,74760.09,114897.47,134755.94,119776.72,0,35609.13,1088.92,114897.47,112532.89,110983.6,71219.26,6337.83,92040.7,108699.57,0,29124.6,36106.23,80.57,0,85876.94,52135.28,890.44,77934.88,88905.42,21768.19,95949.32,31432.17,81244.48,80125.95,90146.51,80125.95,84109.6,81809.59,92680.9,52497.92,1008.9,48643.87,73221.53,83528.61,0,36357.37,0,76330.98,23820.89,70727.3,79572.48,59474.18,35118.87,74760.09,18819.27,12076.21,11909.94,77396.54,9876.98,33688.23,1
"TCGA-DO-A1JZ-01A-11R-A13Y-07",0,0,0,118949.35,0,0,225066.78,254974.66,169390.27,194578.47,161367.56,0,109455.64,124863.17,144427.91,102125.66,75803.72,39237.98,59063.35,313910.86,16.03,52135.28,80683.28,44452.21,2.41,74760.09,92680.9,55877.28,2335.28,375901.76,97288.74,22535.88,132900.7,41188.81,41475.31,33688.23,2682.69,49.91,45072.75,65990.84,141455.6,7032.37,0,1225.22,7230.1,31215.04,99333,87681.42,81244.48,0,1844.76,1340.84,92680.9,102836.01,55491.3,44761.41,19348.38,102125.66,117311.73,0,34876.28,79022.82,547.75,0,100719.65,9673.69,2351.53,84694.64,61571.56,3982.99,90773.53,8078.22,97288.74,97965.44,73221.53,79022.82,57448.23,84109.6,65990.84,48982.22,1447.15,65535,62431.08,69753.56,7.69,23656.34,0,48643.87,3614.55,53601.03,65082.31,71219.26,11909.94,75280.1,4836.35,17317.18,17681.08,63302.6,3901.01,36864.92,1
"TCGA-FY-A76V-01A-11R-A39I-07",167.9,182.55,85.22,174152.51,83.45,35.25,244588,218912.29,189257.69,215898.44,198667,0,386469.83,194578.47,176583.6,111755.56,97288.74,59063.35,103551.29,172949.54,32.82,107203.06,28132.47,83528.61,193.01,87075.75,65990.84,160252.91,1832.01,218912.29,80125.95,27363.16,75280.1,59063.35,85876.94,69271.73,1857.6,18950.18,97288.74,44761.41,99333,1781.89,8.06,13872.08,12160.22,45072.75,47313.67,56657.31,65990.84,0,5403.7,813.63,61146.25,55877.28,46339.95,40904.3,27938.14,61571.56,56657.31,0,46986.85,76861.91,890.44,25.72,46986.85,11424.74,708.18,45386.27,34635.37,24153.43,43840.21,10585.95,44761.41,56657.31,43840.21,44761.41,35856.82,52497.92,38966.94,45701.96,928.3,27553.49,27174.14,43236.64,23330.64,25887.07,0,38966.94,934.76,38966.94,30785.28,35118.87,5711.87,41763.8,3690.52,25005.23,20593.91,41188.81,6561.36,30785.28,1
"TCGA-E8-A414-01A-11R-A23N-07",0,0,0,307450.64,0,0,706337.4,524287,327241.36,313910.86,290865.98,0,142439.51,260332.24,201440.3,147462.67,200048.85,136637.07,116501.39,236256.4,0,316094.29,202841.44,59474.18,17,139508.13,113315.62,150561.19,66449.85,189257.69,98646.85,70727.3,111755.56,72715.74,38697.77,64632.75,51062.33,2520.38,55491.3,71219.26,88905.42,50359.33,4.21,5672.41,43840.21,44452.21,51062.33,60304.42,70238.75,0,34635.37,7803.01,70238.75,59063.35,62865.33,56657.31,6381.92,56657.31,59887.86,0,46662.28,45072.75,1529.73,0,53601.03,42937.97,4869.99,41188.81,46339.95,8191,52863.07,36610.26,41188.81,49322.93,55107.99,39510.91,44452.21,64632.75,51062.33,34876.28,11345.82,34158.52,37379.55,46662.28,0,31650.8,1.68,41763.8,29124.6,35363.15,40062.48,37121.34,6337.83,43537.38,20451.65,14971.21,13681.08,41475.31,17197.56,24832.5,1
"TCGA-CE-A485-01A-11R-A23W-07",0,0,0,447025.24,0,0,489177,475800.4,292889.12,375901.76,370726.6,0,167058.21,280957.98,218912.29,181548.07,205673.01,103551.29,132900.7,324980.94,0,168220.2,117311.73,97965.44,0,76861.91,100719.65,57847.82,2739.08,209994.66,170568.48,50359.33,102125.66,59474.18,52863.07,32540.65,3982.99,3190.46,79022.82,81244.48,114103.8,21026.65,8.58,3515.68,28525.2,46662.28,65535,65082.31,68793.23,0,6079.61,15824.9,76330.98,69753.56,61146.25,59474.18,31870.96,65535,69271.73,0,73221.53,59474.18,3303,0,64632.75,20737.16,16383,54349.29,50359.33,10808.41,61146.25,19348.38,55877.28,59474.18,49322.93,45072.75,42054.3,48982.22,51062.33,38430.46,1277.29,41763.8,29531.18,51062.33,25179.16,22225.61,2.14,45072.75,19618.49,41763.8,51775.15,44452.21,29736.59,46662.28,10225.32,16727.26,14765.09,48307.85,18304.63,32092.64,1
